context_id,context,question_en,answer_en,question_ta,answer_ta,question_si,answer_si,question_id
10-64-586-1,"Service: Obtain New Vehicle License (Three Wheeler / Motor Cycles) from Divisional Secretariat
Main Category: Trade, Business & Industry
Subcategory: Transport Services
Topic: Application for New Vehicle License (Three-Wheelers and Motorcycles) - Application Details and Required Documents
---
Application form:

Application Number / Name - Details

Application for obtaining a new vehicle license.

Obtaining a new vehicle license

Additional Documents Required:

• Registration book or vehicle identity card

• Vehicle insurance

Submission Period:

• Working hours

9.00 am to 3.00 pm

Monday to Friday

• Closing days - Public holidays

Submission Process:

1. Accepting the application form

Application forms can be obtained from the Inquiry Section of the Divisional Secretariat.

Note: _Application Number (Western Province)_

Application form number varies depending on the province issuing the license.

Example: ීගඡ (Southern Province) ක්ගඡ (Central Province)

Application Form Number

Application Form Number - 1

2. Supporting Documents

• Registration book or vehicle identity card

• Vehicle insurance

Note: - If the applicant has lost his or her registration book, a certificate from the Department of Motor Traffic Registration should be submitted to the Divisional Secretariat to certify that the registration book has been lost.",What are the essential documents required to obtain a new vehicle license for a three-wheeler or motorcycle from the Divisional Secretariat?,"The essential documents required are the Registration book or vehicle identity card and Vehicle insurance. If the registration book is lost, a certificate from the Department of Motor Traffic Registration confirming the loss must be submitted.",பிரதேச செயலகத்திலிருந்து மூன்று சக்கர வாகனம் அல்லது மோட்டார் சைக்கிளுக்கான புதிய வாகன உரிமத்தைப் பெறத் தேவையான அத்தியாவசிய ஆவணங்கள் யாவை?,"பதிவு புத்தகம் அல்லது வாகன அடையாள அட்டை மற்றும் வாகன காப்பீடு ஆகியவை தேவைப்படும் அத்தியாவசிய ஆவணங்கள் ஆகும். பதிவு புத்தகம் தொலைந்துவிட்டால், அது தொலைந்துவிட்டதை உறுதிப்படுத்தும் மோட்டார் போக்குவரத்துப் பதிவுத் திணைக்களத்திலிருந்து ஒரு சான்றிதழ் சமர்ப்பிக்கப்பட வேண்டும்.",ප්‍රාදේශීය ලේකම් කාර්යාලයෙන් ත්‍රී රෝද රථයක් හෝ යතුරුපැදියක් සඳහා නව වාහන බලපත්‍රයක් ලබා ගැනීමට අවශ්‍ය අත්‍යවශ්‍ය ලියකියවිලි මොනවාද?,"අවශ්‍ය අත්‍යවශ්‍ය ලියකියවිලි වන්නේ ලියාපදිංචි පොත හෝ වාහන හැඳුනුම්පත සහ වාහන රක්ෂණයයි. ලියාපදිංචි පොත නැතිවී ඇත්නම්, එය නැතිවූ බව තහවුරු කරන මෝටර් රථ ප්‍රවාහන දෙපාර්තමේන්තුවේ සහතිකයක් ඉදිරිපත් කළ යුතුය.",439
10-65-426-3,"Service: Importation of Body Shells - Unit 2
Main Category: Trade, Business & Industry
Subcategory: Motoring
Topic: Timeline, Validity, and Costs Associated with the Service
---
Time Line Process Time Line : One to two days

Submission Time Line Obtain [Application Form](https://gic.gov.lk/gic/pdf/) and Support Documents

Counter | – Unit 02
--- | ---
Time | – 9:00 am to 4:45 pm
Working Days | – Monday to Friday
Holidays | – Public and Mercantile Holidays

Making Payments

Counter | – Cashier
--- | ---
Time | – 9:00 am to 3:00 pm
Working Days | – Monday to Friday
Holidays | – Public and Mercantile Holidays

Submission of [Application Form](https://gic.gov.lk/gic/pdf/) , Request Letter and Support Documents 

Counter | – Unit 02
--- | ---
Time | – 9:00 am to 4:45 pm
Working Days | – Monday to Friday
Holidays | – Public and Mercantile Holidays

Validity Time Line The validity period for this service is 03 months If the applicant so wishes, he/she may submit a request for an extension with valid reasons, to the Controller. The Controller will then decide whether to extend or not.

Costs Related to the Service

Cost : Application forms are free

Fee: Fee would be 0.1 % of the CIF value

Penalties: If actual value of the goods imported exceeds the value indicated in the Performa invoice the difference of the license fee should be paid at the time of debiting

Surcharge: Not applicable.

Special Cases If the applicant wishes to have the validity period extended he should make a request to the Controller. The Controller will then examine the request and decide whether to grant it or not.","What is the validity period for the 'Importation of Body Shells - Unit 2' service, and how can an extension be requested?","The validity period for this service is three months. If an applicant wishes to extend it, they may submit a request with valid reasons to the Controller, who will then decide whether to grant the extension.","உடற்கூடு இறக்குமதி - பிரிவு 2 சேவைக்கான செல்லுபடியாகும் காலம் எவ்வளவு, மற்றும் நீட்டிப்பு எப்படி கோரப்படலாம்?","இச்சேவைக்கான செல்லுபடியாகும் காலம் மூன்று மாதங்கள் ஆகும். ஒரு விண்ணப்பதாரர் நீட்டிப்பு விரும்பினால், செல்லுபடியாகும் காரணங்களுடன் கட்டுப்படுத்தியாளருக்கு ஒரு கோரிக்கையைச் சமர்ப்பிக்கலாம், அவர் நீட்டிப்பு வழங்கலாமா வேண்டாமா என்பதைத் தீர்மானிப்பார்.","ශරීර ආවරණ ආනයනය - ඒකකය 2 සේවාව සඳහා වලංගු කාලය කොපමණද, සහ දීර්ඝ කිරීමක් ඉල්ලා සිටිය හැක්කේ කෙසේද?","මෙම සේවාව සඳහා වලංගු කාලය මාස තුනකි. අයදුම්කරුවෙකුට එය දීර්ඝ කිරීමට අවශ්‍ය නම්, වලංගු හේතු සහිතව පාලකවරයා වෙත ඉල්ලීමක් ඉදිරිපත් කළ හැකි අතර, දීර්ඝ කිරීම ලබා දිය යුතුද නැද්ද යන්න ඔහු තීරණය කරනු ඇත.",440
10-62-521-1,"Service: Market Surveys & Market Reserch
Main Category: Trade, Business & Industry
Subcategory: Information
Topic: Consumer Affairs Authority Market Studies and Information
---
Consumer Affairs Authority is entrusted to undertake studies. Publish reports and provide information to the public relating to market conditions and Consumer Affairs. Market Surveys are conducted to evaluate the price, quality, cost of production, distribution and availability of good all Services.

Eligibility

Submission Procedure Request should be made to the Director General of the Consumer Affairs Authority.

Procedure Step 1: Identify the Market problem Step 2: Develop survey tools & questionnaire Step 3: Select field or area to Survey/Study Step 4: Collect data & information Step 5: Process data Step 7: Prepare the report Step 8: Forward observations and recommendations to take policy decisions

Time Line Process Time Line: NA Submission Time Line: Working days - Monday – Friday Counter open hours - 8;30. to 4:15 hrs Holidays -Public and Mercantile holidays

Validity Time Line:

Cost Related to the Services Cost: Cost is born by the Authority",What aspects are evaluated during market surveys conducted by the Consumer Affairs Authority?,"Market surveys are conducted to evaluate the price, quality, cost of production, distribution, and availability of goods and services.",நுகர்வோர் விவகாரங்கள் அதிகார சபையினால் நடத்தப்படும் சந்தை ஆய்வுகளில் என்னென்ன அம்சங்கள் மதிப்பீடு செய்யப்படுகின்றன?,"சந்தை ஆய்வுகள் பொருட்கள் மற்றும் சேவைகளின் விலை, தரம், உற்பத்தி செலவு, விநியோகம் மற்றும் கிடைப்பனவு ஆகியவற்றை மதிப்பீடு செய்ய நடத்தப்படுகின்றன.",පාරිභෝගික කටයුතු අධිකාරිය විසින් සිදුකරනු ලබන වෙළඳපල සමීක්ෂණ වලදී ඇගයීමට ලක්කරනු ලබන කරුණු මොනවාද?,"වෙළඳපල සමීක්ෂණ භාණ්ඩ හා සේවා වල මිල, ගුණාත්මකභාවය, නිෂ්පාදන පිරිවැය, බෙදාහැරීම සහ ලබාගත හැකි බව ඇගයීම සඳහා සිදු කරනු ලැබේ.",441
10-57-465-1,"Service: Transporting Parcels by Trains
Main Category: Trade, Business & Industry
Subcategory: Approvals, Permits & Licenses
Topic: General Information and Application Process for Parcel Transport
---
Any type of Parcels (maximum 50Kgs per parcel) can be transported by Railway other than the goods prohibited by the Railway Ordinance and other departmental circulars. (Telephone Number: 0112320109) All Railway Station accept parcels to be transported.

11.2. Application/Reservation method of the service

Use the application form. It can be collected at the particular stations. Fill it and hand over to Railway station with the parcel. All Railway Station accept parcels to be transported by Trains on weekdays from 09.00 AM to 04.00 PM.

11.3. Payments/Charges to be made for the service

[Download Charges for Transporting Parcels by Trains](https://www.railway.gov.lk/web/images/pdf/charges_transporting_parcels.pdf)

11.4. Documents to be submitted

- National Identity Card
- Transport Permits for Timber and Purchase Bills for furniture
- Document which certify the value of the Parceled Goods if the parcel if of high value (Ex: Purchase Bill)
- The Revenue License is case of Bicycles etc.","What is the maximum weight allowed per parcel when transporting goods by trains, and what documents are generally required for this service?","The maximum weight allowed is 50 Kgs per parcel. Generally, a National Identity Card is required. Additional documents like transport permits for timber, purchase bills for furniture or high-value goods, or a revenue license for bicycles may also be needed.","புகையிரதங்கள் மூலம் பொட்டலங்களை கொண்டு செல்வதற்கு ஒரு பொட்டலத்திற்கான அதிகபட்ச எடை வரம்பு என்ன, இந்த சேவைக்கு பொதுவாக என்ன ஆவணங்கள் தேவைப்படுகின்றன?","ஒரு பொட்டலத்திற்கான அதிகபட்ச எடை 50 கிலோகிராம் ஆகும். பொதுவாக, தேசிய அடையாள அட்டை தேவைப்படுகிறது. மரம், தளபாடங்கள் அல்லது அதிக மதிப்புள்ள பொருட்களுக்கான கொள்முதல் பில்கள், அல்லது மிதிவண்டிகளுக்கான வருவாய் உரிமம் போன்ற கூடுதல் ஆவணங்களும் தேவைப்படலாம்.","දුම්රිය මගින් පාර්සල් ප්‍රවාහනය කිරීමේදී එක් පාර්සලයක් සඳහා අවසර ලත් උපරිම බර කොපමණද, සහ මෙම සේවාව සඳහා සාමාන්‍යයෙන් අවශ්‍ය ලේඛන මොනවාද?","එක් පාර්සලයක් සඳහා අවසර ලත් උපරිම බර කිලෝග්‍රෑම් 50 කි. සාමාන්‍යයෙන්, ජාතික හැඳුනුම්පතක් අවශ්‍ය වේ. දැව සඳහා ප්‍රවාහන බලපත්‍ර, ගෘහ භාණ්ඩ සඳහා මිලදී ගැනීමේ බිල්පත්, හෝ ඉහළ වටිනාකමක් ඇති භාණ්ඩ සඳහා මිලදී ගැනීමේ බිල්පත්, සහ පාපැදි සඳහා ආදායම් බලපත්‍රය වැනි අමතර ලේඛන ද අවශ්‍ය විය හැකිය.",442
10-65-395-5,"Service: Obtaining a Temporary Driving License
Main Category: Trade, Business & Industry
Subcategory: Motoring
Topic: Special Cases and Sample Form
---
Special Cases There are no special conditions applying to this service

Sample Form with Dummy Data Form “ [M.T.A. 35 example](https://gic.gov.lk/gic/pdf/) ”",What is the service described in this context?,The service described is 'Obtaining a Temporary Driving License'.,இந்த சூழலில் விவரிக்கப்பட்டுள்ள சேவை என்ன?,விவரிக்கப்பட்டுள்ள சேவை 'தற்காலிக ஓட்டுநர் உரிமத்தைப் பெறுதல்' ஆகும்.,මෙම සන්දර්භය තුළ විස්තර කර ඇති සේවාව කුමක්ද?,විස්තර කර ඇති සේවාව වන්නේ 'තාවකාලික රියදුරු බලපත්‍රයක් ලබා ගැනීම'යි.,443
10-57-411-3,"Service: Debit Goods Imported - Unit 1
Main Category: Trade, Business & Industry
Subcategory: Approvals, Permits & Licenses
Topic: Costs, Fees, Penalties, and Special Cases
---
Costs Related to the Service

Cost : No cost is involved in obtaining the [application form](https://gic.gov.lk/gic/pdf/) .

Fee: No fee related to the service

Penalties :Additional will be charged from the offenders of the license conditions. Additional fee vary from case to case and the amount of additional fee will be decided by the Assistant Controller.

Note: If the Applicant has imported goods without any license additional fee is charged.

Surcharge : If the invoice value exceeds the licensing value the department levies difference license fee for the amount in excess.

Special Cases If the Importation is done without a license, a Goods Received License is issued with an additional fee Following documents are needed to obtain Good Receive License

1. Customs Declarations
2. Indent CIE 03
3. Explanation letters
4. Approval letter from the relevant authority
5. Documents to fulfill the conditions of the license","What are the implications and requirements if goods are imported without a valid license for the ""Debit Goods Imported - Unit 1"" service?","If goods are imported without a valid license, a Goods Received License can be issued upon payment of an additional fee. To obtain this, the applicant must provide Customs Declarations, Indent CIE 03, Explanation letters, an Approval letter from the relevant authority, and documents to fulfill the conditions of the license.","""Debit Goods Imported - Unit 1"" சேவைக்கு உரிமம் இல்லாமல் பொருட்கள் இறக்குமதி செய்யப்பட்டால் ஏற்படும் விளைவுகள் மற்றும் தேவைகள் என்ன?","உரிமம் இல்லாமல் பொருட்கள் இறக்குமதி செய்யப்பட்டால், கூடுதல் கட்டணத்துடன் ஒரு பொருட்கள் பெறப்பட்ட உரிமம் (Goods Received License) வழங்கப்படலாம். இதை பெற, சுங்க அறிவிப்புகள், இண்டென்ட் சிஐஇ 03, விளக்கக் கடிதங்கள், தொடர்புடைய அதிகாரியிடமிருந்து ஒப்புதல் கடிதம் மற்றும் உரிமத்தின் நிபந்தனைகளை பூர்த்தி செய்வதற்கான ஆவணங்கள் சமர்ப்பிக்கப்பட வேண்டும்.","""Debit Goods Imported - Unit 1"" සේවාව සඳහා වලංගු බලපත්‍රයක් නොමැතිව භාණ්ඩ ආනයනය කළහොත් ඇතිවන ප්‍රතිවිපාක සහ අවශ්‍යතා මොනවාද?","වලංගු බලපත්‍රයක් නොමැතිව භාණ්ඩ ආනයනය කර ඇත්නම්, අමතර ගාස්තුවක් ගෙවීමෙන් පසු භාණ්ඩ ලැබුණු බලපත්‍රයක් (Goods Received License) නිකුත් කළ හැකිය. මෙය ලබා ගැනීම සඳහා, අයදුම්කරු රේගු ප්‍රකාශන, ඉන්ඩෙන්ට් සීඅයිඊ 03, පැහැදිලි කිරීමේ ලිපි, අදාළ අධිකාරියෙන් අනුමැතිය ලිපියක් සහ බලපත්‍රයේ කොන්දේසි සපුරාලීමට අවශ්‍ය ලේඛන ඉදිරිපත් කළ යුතුය.",444
10-88-927-2,"Service: Registration of Manufacturers of weights, Measures and weighing or Measuring Instruments
Main Category: Trade, Business & Industry
Subcategory: Regulation of Trade
Topic: Application Submission and Working Details
---
After the applicant receives Pattern Approval, he/she must fill the application form and submit it to the Department.

Working Days :- Monday to Friday

Working Hours :- 8.30 am to 4.15 pm

Holidays :- All Public and Mercantile holidays

Step-by-Step Procedure: Step 1: Manufacturer sends a request letter to the Department stating what is being manufactured and the Company/Manufacturer name. Step 2: A field visit is then done by the District Inspector who prepares a workshop report. District Inspector conducts a field inspection and prepares the Workshop Report. Step 3: Inspector forwards workshop report to the Department Step 4: If the Inspector has approved the workshop report the Department informs the manufacturer via letter to bring the sample. Step 5: The Manufactures brings the sample and it is checked by the Department. Step 6: Once the Pattern is approved, the Department sends the Application Form to the Manufacturer via mail. Step 7: The Manufacturer then fills the Application Form, pastes the paid stamp and sends it via mail or by physically visiting the Department. Step 8: The Department then Issues the manufacturing certificate.","What are the working days and hours for the ""Registration of Manufacturers of weights, Measures and weighing or Measuring Instruments"" service?","The working days for this service are Monday to Friday, and the working hours are from 8.30 am to 4.15 pm.","""எடைகள், அளவைகள் மற்றும் எடைக் கருவிகள் அல்லது அளக்கும் கருவிகள் தயாரிப்பாளர்களின் பதிவு"" சேவைக்கான வேலை நாட்கள் மற்றும் வேலை நேரம் என்ன?","இந்த சேவைக்கான வேலை நாட்கள் திங்கள் முதல் வெள்ளி வரை ஆகும், மேலும் வேலை நேரம் காலை 8.30 மணி முதல் மாலை 4.15 மணி வரை ஆகும்.","""බර, මිනුම් සහ කිරුම් හෝ මිනුම් උපකරණ නිෂ්පාදකයින් ලියාපදිංචි කිරීමේ"" සේවාව සඳහා වැඩ කරන දින සහ වේලාවන් මොනවාද?","මෙම සේවාව සඳහා වැඩ කරන දින සඳුදා සිට සිකුරාදා දක්වා වන අතර, වැඩ කරන වේලාවන් පෙ.ව. 8.30 සිට ප.ව. 4.15 දක්වා වේ.",445
10-94-2097-2,"Service: Sri Lanka Directory of Exporters
Main Category: Trade, Business & Industry
Subcategory: Exports
Topic: Contact Information for Service Inquiries
---
To whom to contact to obtain this service | Designation Name Telephone Fax E-Mail Assistant Director Ms. Helmalie Vitharana 0112300678 2300676 2300715 [helmalie@edb.gov.lk](helmalie@edb.gov.lk) | Designation | Name | Telephone | Fax | E-Mail | Assistant Director | Ms. Helmalie Vitharana | 0112300678 | 2300676 2300715 | [helmalie@edb.gov.lk](helmalie@edb.gov.lk)
Designation | Name | Telephone | Fax | E-Mail
Assistant Director | Ms. Helmalie Vitharana | 0112300678 | 2300676 2300715 | [helmalie@edb.gov.lk](helmalie@edb.gov.lk)",Who should be contacted for inquiries regarding the Sri Lanka Directory of Exporters service?,"Ms. Helmalie Vitharana, the Assistant Director, should be contacted for inquiries regarding the Sri Lanka Directory of Exporters service.",இலங்கை ஏற்றுமதியாளர் அடைவு சேவை தொடர்பான விசாரணைகளுக்கு யாரைத் தொடர்பு கொள்ள வேண்டும்?,உதவி இயக்குநர் திருமதி ஹெல்மலி விதாரணாவை இலங்கை ஏற்றுமதியாளர் அடைவு சேவை தொடர்பான விசாரணைகளுக்கு தொடர்பு கொள்ள வேண்டும்.,ශ්‍රී ලංකා අපනයනකරුවන්ගේ නාමාවලිය සේවාව පිළිබඳ විමසීම් සඳහා සම්බන්ධ කරගත යුත්තේ කවුද?,සහකාර අධ්‍යක්ෂිකා හෙල්මලි විතාරණ මහත්මිය ශ්‍රී ලංකා අපනයනකරුවන්ගේ නාමාවලිය සේවාව පිළිබඳ විමසීම් සඳහා සම්බන්ධ කරගත යුතුය.,446
10-57-565-12,"Service: Liquor Permit
Main Category: Trade, Business & Industry
Subcategory: Approvals, Permits & Licenses
Topic: ස්ථානයේ පිහිටීම සම්බන්ධ සුදුසුකම්
---
• මත්පැන් විකිණීම සඳහා අඩුම තරමින් ව.අඩි. 250 ක බිම් කොටසක් තිබීම පරිභෝජනය සඳහා මත්පැන් විකිණීමේදී එහි ඉඩකඩ අඩුම තරමින් වර්ග අඩි 500 ක් තිබිය යුතුය.

සැලකිය යුතුයි

සිල්ලරට මත්පැන් (බියර්, ස්ටවුටී, වයින්) විකිණීම සඳහා බලපත් ලබා ගැනීමේදී මෙය අදාළ නොවේ.

• මත්පැන් විකිණීම සඳහා බලපත්‍රයක් ලබා ගැනීමේදී

මත්පැන් හලෙදී පරිභෝජනය නොකරන්නේනමී - පාසල් ප්‍රසිද්ධ ස්ථාන පූජනීය ස්ථාන වැනි තැන් වලින් මීටර 100 ටවත් දුරින් මත්පැන් හල් පිහිටිය යුතුය.

මත්පැන් හලේදීම පරිභෝජනය කිරීමේදී - පාසල් ප්‍රසිද්ධ ස්ථාන පූජනීය ස්ථාන වැනි තැන් වලින් මීටර 500 ටවත් දුරින් මත්පැන් හල් පිහිටිය යුතුය.

සැලකිය යුතුයි.","What are the minimum distance requirements for a liquor outlet from sensitive locations like schools, public places, or religious sites, depending on whether consumption is allowed on-site or not?","If consumption is not allowed at the liquor outlet, it must be at least 100 meters away from schools, public places, or religious sites. If consumption is allowed at the liquor outlet, it must be at least 500 meters away from such locations.","மதுபானக் கடையில் உட்கொள்ள அனுமதி இல்லாதபோதும், அனுமதி உள்ளபோதும், பள்ளிகள், பொது இடங்கள் மற்றும் வழிபாட்டுத் தலங்கள் போன்ற இடங்களிலிருந்து இருக்க வேண்டிய குறைந்தபட்ச தூரம் என்ன?","மதுபானக் கடையில் உட்கொள்ள அனுமதி இல்லாதபோது, அது பள்ளிகள், பொது இடங்கள் மற்றும் வழிபாட்டுத் தலங்கள் போன்ற இடங்களிலிருந்து குறைந்தபட்சம் 100 மீட்டர்கள் தூரத்தில் இருக்க வேண்டும். மதுபானக் கடையில் உட்கொள்ள அனுமதி உள்ளபோது, அது அத்தகைய இடங்களிலிருந்து குறைந்தபட்சம் 500 மீட்டர்கள் தூரத்தில் இருக்க வேண்டும்.","මත්පැන් හලකදී පරිභෝජනය නොකරන විට සහ පරිභෝජනය කරන විට, පාසල්, ප්‍රසිද්ධ ස්ථාන සහ පූජනීය ස්ථාන වැනි ස්ථාන වලින් තිබිය යුතු අවම දුර ප්‍රමාණය කොපමණද?","මත්පැන් හලකදී පරිභෝජනය නොකරන විට, එය පාසල්, ප්‍රසිද්ධ ස්ථාන සහ පූජනීය ස්ථාන වැනි ස්ථාන වලින් අවම වශයෙන් මීටර 100 ක් දුරින් පිහිටිය යුතුය. මත්පැන් හලකදී පරිභෝජනය කරන විට, එය එවැනි ස්ථාන වලින් අවම වශයෙන් මීටර 500 ක් දුරින් පිහිටිය යුතුය.",447
10-65-397-2,"Service: Renewing of Driving License
Main Category: Trade, Business & Industry
Subcategory: Motoring
Topic: Eligibility Criteria and Submission Procedure
---
- Department system (license being issues after 1996)
- Manual files (license being issued before 1996)

Provide with all the documents required within the process (please refer to the section: “Documents Required”)

Note: Any applicant who is not able to meet with above conditions will be considered disqualified from obtaining the service.

Submission Procedure: All the applications should be directed to the assistant commissioner of the Licensing Division

Assistant Commissioner – Licensing Division, Department of Motor Traffic, P.O Box 533, 581-341, Elvitigala Mawatha, Colombo 5. Note 1: Applicants are given the facility of obtaining licenses through:

- All district secretarial offices (normal service)
- Main office in Verahera – Colombo (priority service):

Only for licenses, whose records are within department system

Application Form: Form “ [M.T.A. 157](https://gic.gov.lk/gic/pdf/) ”: Application for Renewal of Driving License","What is the name of the application form required for renewing a driving license, and what are the available options for submitting the application?","The required application form is ""M.T.A. 157"". Applications can be submitted to the Assistant Commissioner of the Licensing Division, or through all district secretarial offices for normal service, or the main office in Verahera – Colombo for priority service (only for licenses within the department system).","ஓட்டுநர் உரிமத்தைப் புதுப்பிப்பதற்குத் தேவையான விண்ணப்பப் படிவத்தின் பெயர் என்ன, மேலும் விண்ணப்பத்தைச் சமர்ப்பிப்பதற்கான வழிகள் யாவை?","தேவையான விண்ணப்பப் படிவம் ""M.T.A. 157"" ஆகும். விண்ணப்பங்களை உரிமப் பிரிவின் உதவி ஆணையரிடம் அல்லது சாதாரண சேவைக்காக அனைத்து மாவட்டச் செயலக அலுவலகங்கள் வழியாகவோ அல்லது முன்னுரிமை சேவைக்காக (துறை அமைப்பிற்குள் உள்ள உரிமங்களுக்கு மட்டும்) வேரஹெரா - கொழும்பில் உள்ள பிரதான அலுவலகத்திலும் சமர்ப்பிக்கலாம்.","රියදුරු බලපත්‍රයක් අලුත් කිරීම සඳහා අවශ්‍ය අයදුම් පත්‍රයේ නම කුමක්ද, සහ අයදුම්පත ඉදිරිපත් කිරීම සඳහා ඇති විකල්ප මොනවාද?","අවශ්‍ය අයදුම් පත්‍රය ""M.T.A. 157"" වේ. අයදුම්පත් බලපත්‍රකරණ අංශයේ සහකාර කොමසාරිස්වරයා වෙත, හෝ සාමාන්‍ය සේවාව සඳහා සියලුම දිස්ත්‍රික් ලේකම් කාර්යාල හරහා හෝ ප්‍රමුඛතා සේවාව සඳහා (දෙපාර්තමේන්තු පද්ධතිය තුළ ඇති බලපත්‍ර සඳහා පමණක්) කොළඹ, වේරහැර ප්‍රධාන කාර්යාලයට ඉදිරිපත් කළ හැකිය.",448
10-65-415-5,"Service: Import of Vehicles on Foreign Earnings - Unit 2
Main Category: Trade, Business & Industry
Subcategory: Motoring
Topic: Costs, Penalties and Special Cases
---
Costs Related to the Service

Cost of Application Form : No cost of obtaining Application

Fee: Fee differs depending on the age of the Vehicle. The fee will be a percentage of the total value mentioned below.

Penalties: If the Licensee fails to present him/her self with his/her [passport](https://gic.gov.lk/gic/index.php/en/component/info/?id=399&task=info&back=0&pid=415) at the time of clearance of the vehicle, his/her license will be cancelled and the vehicle will be confiscated.

Surcharge: No surcharge involved in this service.? If the vehicle is shipped before the license is obtained, an additional fee will have to be paid.

Importation of Used Motor Cars not Older than 05 Years Proof of Foreign employment for a period not less than 03 years and foreign earnings.

Importation of Used Motor Cars between 05 to 10 Years Old Proof of Foreign employment for a period not less than 05 years and foreign earnings.

Special Cases

- If in any case that the applicant wishes to extend the validity period a request should be forwarded to the Controller. Controller will examine the request and decide whether to grant the request or not
- If that value of the import goods is higher than that as mentioned in the invoice, the difference fee should be pad.",What is the penalty if a licensee fails to present their passport at the time of vehicle clearance for the 'Import of Vehicles on Foreign Earnings' service?,"If the licensee fails to present their passport at the time of vehicle clearance, their license will be cancelled, and the vehicle will be confiscated.",வெளிநாட்டு வருவாயில் வாகன இறக்குமதி சேவையின் கீழ் வாகன அனுமதிப்பத்திரத்தின் போது உரிமதாரர் தனது கடவுச்சீட்டை சமர்ப்பிக்கத் தவறினால் என்ன தண்டனை விதிக்கப்படும்?,"வாகன அனுமதிப்பத்திரத்தின் போது உரிமதாரர் தனது கடவுச்சீட்டை சமர்ப்பிக்கத் தவறினால், அவரது உரிமம் இரத்து செய்யப்பட்டு வாகனம் பறிமுதல் செய்யப்படும்.",විදේශ ආදායම් මත වාහන ආනයනය කිරීමේ සේවාව යටතේ වාහනය නිෂ්කාශනය කරන අවස්ථාවේදී බලපත්‍රලාභියා තම ගමන් බලපත්‍රය ඉදිරිපත් කිරීමට අපොහොසත් වුවහොත් පැනවෙන දඬුවම කුමක්ද?,"බලපත්‍රලාභියා වාහනය නිෂ්කාශනය කරන අවස්ථාවේදී තම ගමන් බලපත්‍රය ඉදිරිපත් කිරීමට අපොහොසත් වුවහොත්, ඔහුගේ බලපත්‍රය අවලංගු කර වාහනය රාජසන්තක කරනු ලැබේ.",449
10-65-393-4,"Service: Obtaining a Duplicate of a Driving License
Main Category: Trade, Business & Industry
Subcategory: Motoring
Topic: Additional Documents and Service Contacts
---
- [National Identity Card](https://gic.gov.lk/gic/index.php/en/component/info/?id=416&task=info&back=0&pid=393) / Original and a photocopy of a valid [Passport](https://gic.gov.lk/gic/index.php/en/component/info/?id=399&task=info&back=0&pid=393) , containing NIC number
- Current license of the applicant – If the license is damaged

When applying for the One day service, applicant should provide with a letter from the Grama Niladhari or Regional Secretary certifying the accuracy of his residency

Service Responsibility Matrix

Designation | Name | Division | Telephone
--- | --- | --- | ---
Commissioner | Mr. B. Wijerathne | General | +94-11-2698717
Additional Commissioner | Mr. Kannagara | Licensing Division | +94-11-2556856/+94-11-2516404
Assistant Commissioner | - | Licensing Division | -
Supervising Officers | - | Licensing Division | -

Special Cases There are no special conditions applying to this service

Sample Form with Dummy Data Form “ [M.T.A. 42example](https://gic.gov.lk/gic/pdf/MTA 42.pdf) ”

Related Services Complain Relating to Missing Driving Licenses","Who is the Commissioner responsible for the service of obtaining a duplicate driving license, and what is their contact number?","The Commissioner is Mr. B. Wijerathne, and their telephone number is +94-11-2698717.","ஓட்டுநர் உரிமத்தின் நகலைப் பெறுவதற்கான சேவைக்கு பொறுப்பான ஆணையாளர் யார், அவர்களின் தொடர்பு எண் என்ன?","ஆணையாளர் திரு. பி. விஜேரத்னே ஆவார், அவர்களின் தொலைபேசி எண் +94-11-2698717 ஆகும்.",රියදුරු බලපත්‍රයක අනුපිටපතක් ලබාගැනීමේ සේවාව සඳහා වගකිවයුතු කොමසාරිස්වරයා කවුද සහ ඔවුන්ගේ දුරකථන අංකය කුමක්ද?,"කොමසාරිස්වරයා වන්නේ බී. විජේරත්න මහතා වන අතර, ඔවුන්ගේ දුරකථන අංකය +94-11-2698717 වේ.",450
