context_id,context_title,context_content,main_category_id,main_category_name,sub_category_name,sub_category_id,service_name,service_id,service_link,context_with_metadata
10-62-1274-5,Specimen Application Forms,"Specimen Application Form : Specimen [Job Bank Application Form](https://gic.gov.lk/gic/pdf/Form 04 Zonal Job Bank Blank App P1-P2.pdf)

Perfected Specimen Application Form : Specimen [Job Bank (Perfected) Application Form](https://gic.gov.lk/gic/pdf/Form 04A Zonal Job Bank Filled App P1-P2.pdf)",10,"Trade, Business & Industry",Information,62,Find Employment through  “BOI Zonal Job Banks”,1274,https://gic.gov.lk/gic/index.php/en/component/info/?id=1274&catid=62&task=info,"Service: Find Employment through  “BOI Zonal Job Banks”
Main Category: Trade, Business & Industry
Subcategory: Information
Topic: Specimen Application Forms
---
Specimen Application Form : Specimen [Job Bank Application Form](https://gic.gov.lk/gic/pdf/Form 04 Zonal Job Bank Blank App P1-P2.pdf)

Perfected Specimen Application Form : Specimen [Job Bank (Perfected) Application Form](https://gic.gov.lk/gic/pdf/Form 04A Zonal Job Bank Filled App P1-P2.pdf)"
10-65-424-5,"Validity, Costs and Special Cases for Vehicle Importation","Validity Time Line : The validity period for this service is 03 months

Note: If the applicant wishes to get an extension on the validity period he/she should make a request with valid reasons to the Controller. The Controller will decide whether to grant the request or not.

Costs Related to the Service

Cost : No cost involved in obtaining Application

Fee : Fee would be 0.1 % of the CIF value mentioned below.

Penalties: When the import exceeds the invoice value, the difference should be paid.

Surcharge: No surcharge involved in this service.

Special Cases If in any case that the applicant wishes to extend the validity period a request should be forwarded to the Controller. The Controller will examine the request and decide whether to grant the request or not.",10,"Trade, Business & Industry",Motoring,65,Importation of Vehicles Under the Gift Scheme for Organizations - Unit 2,424,https://gic.gov.lk/gic/index.php/en/component/info/?id=424&catid=65&task=info,"Service: Importation of Vehicles Under the Gift Scheme for Organizations - Unit 2
Main Category: Trade, Business & Industry
Subcategory: Motoring
Topic: Validity, Costs and Special Cases for Vehicle Importation
---
Validity Time Line : The validity period for this service is 03 months

Note: If the applicant wishes to get an extension on the validity period he/she should make a request with valid reasons to the Controller. The Controller will decide whether to grant the request or not.

Costs Related to the Service

Cost : No cost involved in obtaining Application

Fee : Fee would be 0.1 % of the CIF value mentioned below.

Penalties: When the import exceeds the invoice value, the difference should be paid.

Surcharge: No surcharge involved in this service.

Special Cases If in any case that the applicant wishes to extend the validity period a request should be forwarded to the Controller. The Controller will examine the request and decide whether to grant the request or not."
10-55-931-5,Costs and Support for Renewals,"Cost Applicant bears the cost for obtaining this service Fee Registration fee - Rs.300/= Penalties Refer Offences and Penalties Section Support Documents Required Not Applicable for the renewal of Repair, Manufacturing and Seller Licenses Service Responsibility Matrix The following applies to the renewal of Repair, Manufacturing and Seller Licenses: ? Designation | Name | Division
--- | --- | ---
Act. Director | Mr. K Premasiri Kumara | Measurement Units, Standards and Services Department Special Cases Not applicable",10,"Trade, Business & Industry",Registrations - Industrial,55,"Renewal of Licenses - Repairers, Manufacturers and Sellers",931,https://gic.gov.lk/gic/index.php/en/component/info/?id=931&catid=55&task=info,"Service: Renewal of Licenses - Repairers, Manufacturers and Sellers
Main Category: Trade, Business & Industry
Subcategory: Registrations - Industrial
Topic: Costs and Support for Renewals
---
Cost Applicant bears the cost for obtaining this service Fee Registration fee - Rs.300/= Penalties Refer Offences and Penalties Section Support Documents Required Not Applicable for the renewal of Repair, Manufacturing and Seller Licenses Service Responsibility Matrix The following applies to the renewal of Repair, Manufacturing and Seller Licenses: ? Designation | Name | Division
--- | --- | ---
Act. Director | Mr. K Premasiri Kumara | Measurement Units, Standards and Services Department Special Cases Not applicable"
10-55-1275-2,Contact Information for Board of Investment Services,"Staff Officers in-Charge of Services (Officers of the Board of Investment of Sri lanka)

Designation | Name | Division | Telephone | Fax | E-mail
--- | --- | --- | --- | --- | ---
Actg. Director (Administration) | Mr. T. M. D. Thilakarathne | Administration Department * | +94-11-2543408 | +94-11-2387349 | thilakd@boi.lk
Deputy Director | Mr. T. Lakshman Pathiraja | Supplies Unit * | +94-11-2427170 | +94-11-2385736 | lakshmanp@boi.lk
Assistant Director | Mr. J. A. W. Jayakody | Supplies Unit * | +94-11-2427171 | +94-11-2385736 | jayakodyw@boi.lk

* Administration Department, Board of Investment of Sri Lanka, Level 9, West Tower, World Trade Centre, Echelon Square, Colombo 01.

",10,"Trade, Business & Industry",Registrations - Industrial,55,Registration of Suppliers for  the Board of Investment,1275,https://gic.gov.lk/gic/index.php/en/component/info/?id=1275&catid=55&task=info,"Service: Registration of Suppliers for  the Board of Investment
Main Category: Trade, Business & Industry
Subcategory: Registrations - Industrial
Topic: Contact Information for Board of Investment Services
---
Staff Officers in-Charge of Services (Officers of the Board of Investment of Sri lanka)

Designation | Name | Division | Telephone | Fax | E-mail
--- | --- | --- | --- | --- | ---
Actg. Director (Administration) | Mr. T. M. D. Thilakarathne | Administration Department * | +94-11-2543408 | +94-11-2387349 | thilakd@boi.lk
Deputy Director | Mr. T. Lakshman Pathiraja | Supplies Unit * | +94-11-2427170 | +94-11-2385736 | lakshmanp@boi.lk
Assistant Director | Mr. J. A. W. Jayakody | Supplies Unit * | +94-11-2427171 | +94-11-2385736 | jayakodyw@boi.lk

* Administration Department, Board of Investment of Sri Lanka, Level 9, West Tower, World Trade Centre, Echelon Square, Colombo 01.

"
10-65-408-11,Special Cases and Sample Forms,"Special Cases Foreign citizen’s number plate differs from Sri Lankan citizen’s number plate. 3 Months Valid Duplicate Registration Certificate will be issued for people who had lost/damaged their Registration Certificate due to Tsunami.

Sample Form with Dummy Data Form “ [M.T.A. 2_example](https://gic.gov.lk/gic/pdf/MTA 7.pdf) ” Form “ [C.M.T. 130_example](https://gic.gov.lk/gic/pdf/MTA 7.pdf) ” Form” [C.M.T. 72_example](https://gic.gov.lk/gic/pdf/MTA 7.pdf) ” Form “ [M.T.A. 3_example](https://gic.gov.lk/gic/pdf/MTA 7.pdf) ” Form “ [C.M.T. 65_example](https://gic.gov.lk/gic/pdf/MTA 7.pdf) ” Form “ [M.T.A. 7_example](https://gic.gov.lk/gic/pdf/MTA 7.pdf) ”",10,"Trade, Business & Industry",Motoring,65,Registering a New Motor Vehicle,408,https://gic.gov.lk/gic/index.php/en/component/info/?id=408&catid=65&task=info,"Service: Registering a New Motor Vehicle
Main Category: Trade, Business & Industry
Subcategory: Motoring
Topic: Special Cases and Sample Forms
---
Special Cases Foreign citizen’s number plate differs from Sri Lankan citizen’s number plate. 3 Months Valid Duplicate Registration Certificate will be issued for people who had lost/damaged their Registration Certificate due to Tsunami.

Sample Form with Dummy Data Form “ [M.T.A. 2_example](https://gic.gov.lk/gic/pdf/MTA 7.pdf) ” Form “ [C.M.T. 130_example](https://gic.gov.lk/gic/pdf/MTA 7.pdf) ” Form” [C.M.T. 72_example](https://gic.gov.lk/gic/pdf/MTA 7.pdf) ” Form “ [M.T.A. 3_example](https://gic.gov.lk/gic/pdf/MTA 7.pdf) ” Form “ [C.M.T. 65_example](https://gic.gov.lk/gic/pdf/MTA 7.pdf) ” Form “ [M.T.A. 7_example](https://gic.gov.lk/gic/pdf/MTA 7.pdf) ”"
10-57-412-2,Amendment Procedure: Submission and Approval,"Submission Procedure Making Payments Counter – Cashier

Submission of Application Form, Request Letter and support Documents Counter – Unit 01

Procedure

Step 1: Submit request letter to the Head Clerk of Unit 01. Step 2: Unit 01 considers the request. Step 3: Reasons for delay to be submitted to Unit 01 by a letter Step 4: Assistant Controller approves the amendment. Step 5: Payment. Step 6: Makes the amendments to the License.

Note:

- If it’s a time amendment, a letter stating the reason for the delay should be submitted to the Unit 01. Assistant Controller considers the request and approves the amendment.
- If the amendment is for change of the value of the invoice, invoices should be provided. Then the Assistant Controller considers the request and approves the amendment.
- If the amendment is for any other change (names, addresses), a letter stating the problem should be provided to the Unit 01. Then the Assistant Controller considers the request and approves the amendment",10,"Trade, Business & Industry","Approvals, Permits & Licenses",57,Amended Licenses for Importation of Drugs - Unit 1,412,https://gic.gov.lk/gic/index.php/en/component/info/?id=412&catid=57&task=info,"Service: Amended Licenses for Importation of Drugs - Unit 1
Main Category: Trade, Business & Industry
Subcategory: Approvals, Permits & Licenses
Topic: Amendment Procedure: Submission and Approval
---
Submission Procedure Making Payments Counter – Cashier

Submission of Application Form, Request Letter and support Documents Counter – Unit 01

Procedure

Step 1: Submit request letter to the Head Clerk of Unit 01. Step 2: Unit 01 considers the request. Step 3: Reasons for delay to be submitted to Unit 01 by a letter Step 4: Assistant Controller approves the amendment. Step 5: Payment. Step 6: Makes the amendments to the License.

Note:

- If it’s a time amendment, a letter stating the reason for the delay should be submitted to the Unit 01. Assistant Controller considers the request and approves the amendment.
- If the amendment is for change of the value of the invoice, invoices should be provided. Then the Assistant Controller considers the request and approves the amendment.
- If the amendment is for any other change (names, addresses), a letter stating the problem should be provided to the Unit 01. Then the Assistant Controller considers the request and approves the amendment"
10-89-1269-5,Service Charges and Time Taken for Approvals,"Service Charges

For Provision of advice : No fee is charged for provision of advice.

For Application Processing: Fees for processing of investment application under Section 16 & 17 of the BOI Law is as follows.

(These payments can be made in Sri Lanka Rupees as well)

1. Fees charged Under Section 17 of the BOI Law : US $ 200 + (excluding government taxes).

2. Fees charged Under Section 16 of the BOI Law : US $ 200 + (excluding government taxes) .

Time Taken to Provide Services (General and priority services)

For Provision of advice: • Ten (10) to thirty (30) minutes for general information on investment promotion. • More time will be taken to provide more information.

For Granting of Approvals: • Priority is given to all applications. • The time taken to provide some approvals/services, such as, EIA, location, land, buildings, defence clearance, etc., will be determined by the response time of the relevant Government Ministries, Departments and Organizations in connection with the project.",10,"Trade, Business & Industry",Trade Promotion,89,Grant approval to set up incentivised Investment Projects,1269,https://gic.gov.lk/gic/index.php/en/component/info/?id=1269&catid=89&task=info,"Service: Grant approval to set up incentivised Investment Projects
Main Category: Trade, Business & Industry
Subcategory: Trade Promotion
Topic: Service Charges and Time Taken for Approvals
---
Service Charges

For Provision of advice : No fee is charged for provision of advice.

For Application Processing: Fees for processing of investment application under Section 16 & 17 of the BOI Law is as follows.

(These payments can be made in Sri Lanka Rupees as well)

1. Fees charged Under Section 17 of the BOI Law : US $ 200 + (excluding government taxes).

2. Fees charged Under Section 16 of the BOI Law : US $ 200 + (excluding government taxes) .

Time Taken to Provide Services (General and priority services)

For Provision of advice: • Ten (10) to thirty (30) minutes for general information on investment promotion. • More time will be taken to provide more information.

For Granting of Approvals: • Priority is given to all applications. • The time taken to provide some approvals/services, such as, EIA, location, land, buildings, defence clearance, etc., will be determined by the response time of the relevant Government Ministries, Departments and Organizations in connection with the project."
10-65-395-4,"Surcharge, Supporting Documents and Service Responsibility Matrix","Surcharge:

- At failing on the written test, an applicant must pay Rs. 100.00 for re applying (only valid for three re-applies)
- At failing on the practical test, an applicant must make the full payment for re applying (only valid for three re-applies)

Support Documents Required

- [National Identity Card](https://gic.gov.lk/gic/index.php/en/component/info/?id=416&task=info&back=0&pid=395) or [Passport](https://gic.gov.lk/gic/index.php/en/component/info/?id=399&task=info&back=0&pid=395)
- Foreign driving license and a photocopy of it, issued by a country, which is approved by the Department of Motor Traffic
- An English translation of the license issued by the relevant country, if it is not in English
- Two copies of black and white photos of size: 2*2 ”Original and a photocopy of Visa issued for staying in Sri Lanka

Service Responsibility Matrix

Designation | Name | Division | Telephone
--- | --- | --- | ---
Additional Commissioner | Mr. Kannangara | Licensing Division | +94-11-2556856/+94-11-2516404
Assistant Commissioner | Mrs. Chandra Karunasena | Licensing Division | -
Supervising Officer | Mr. Somasiri Fernando | Licensing Division | -",10,"Trade, Business & Industry",Motoring,65,Obtaining a Temporary Driving License,395,https://gic.gov.lk/gic/index.php/en/component/info/?id=395&catid=65&task=info,"Service: Obtaining a Temporary Driving License
Main Category: Trade, Business & Industry
Subcategory: Motoring
Topic: Surcharge, Supporting Documents and Service Responsibility Matrix
---
Surcharge:

- At failing on the written test, an applicant must pay Rs. 100.00 for re applying (only valid for three re-applies)
- At failing on the practical test, an applicant must make the full payment for re applying (only valid for three re-applies)

Support Documents Required

- [National Identity Card](https://gic.gov.lk/gic/index.php/en/component/info/?id=416&task=info&back=0&pid=395) or [Passport](https://gic.gov.lk/gic/index.php/en/component/info/?id=399&task=info&back=0&pid=395)
- Foreign driving license and a photocopy of it, issued by a country, which is approved by the Department of Motor Traffic
- An English translation of the license issued by the relevant country, if it is not in English
- Two copies of black and white photos of size: 2*2 ”Original and a photocopy of Visa issued for staying in Sri Lanka

Service Responsibility Matrix

Designation | Name | Division | Telephone
--- | --- | --- | ---
Additional Commissioner | Mr. Kannangara | Licensing Division | +94-11-2556856/+94-11-2516404
Assistant Commissioner | Mrs. Chandra Karunasena | Licensing Division | -
Supervising Officer | Mr. Somasiri Fernando | Licensing Division | -"
10-65-397-3,Timeline Details,"Time Line:

Process Timeline:

Applied for priority service | License issued within 1 day
--- | ---
Applied for normal service | License issued within 3 months

One day service only valid for licenses, whose details existing within department system

Submission Timeline: For Obtaining & Submitting Application Forms:

Working days | Mondays to Fridays
--- | ---
Counter open hours | 9:30 am to 3:30 pm (Normal)
Counter open hours | 9:30 am to 12:30 pm (Priority)
Holidays | All Public and Mercantile Days

Note: One Day Processing Applicants can obtain their Renewed License after 3:30 pm, within the same say of submitting forms.

Validity Timeline: Validity of the application exists until the process is concluded and renewed license is being issued",10,"Trade, Business & Industry",Motoring,65,Renewing of Driving License,397,https://gic.gov.lk/gic/index.php/en/component/info/?id=397&catid=65&task=info,"Service: Renewing of Driving License
Main Category: Trade, Business & Industry
Subcategory: Motoring
Topic: Timeline Details
---
Time Line:

Process Timeline:

Applied for priority service | License issued within 1 day
--- | ---
Applied for normal service | License issued within 3 months

One day service only valid for licenses, whose details existing within department system

Submission Timeline: For Obtaining & Submitting Application Forms:

Working days | Mondays to Fridays
--- | ---
Counter open hours | 9:30 am to 3:30 pm (Normal)
Counter open hours | 9:30 am to 12:30 pm (Priority)
Holidays | All Public and Mercantile Days

Note: One Day Processing Applicants can obtain their Renewed License after 3:30 pm, within the same say of submitting forms.

Validity Timeline: Validity of the application exists until the process is concluded and renewed license is being issued"
10-57-1292-1,"Qualifications, Procedure, and Application Details for Indirect Exports","Qualifications required 1. The enterprise should have signed an agreement with the Board of Investment of Sri Lanka. 2. Provision in the agreement for making [Indirect Exports](https://gic.gov.lk/gic/index.php/en/component/info/?id=0&task=info&back=0&pid=1292) of items produced by the project. 3. Service/Annual fees should have been paid without dues.

Procedure for Submitting of Applications : After effecting the Indirect Export, a perfected GRN Form should be fowarded to the point of service.

Places where Applications could be Obtained :

Investor Services Department, Board of Investment of Sri Lanka, No. 14, Sir Baron Jayathilake Mawatha, Colombo 01.

or

Relevant Investor Services sub office at the Export Processing Zones / Industrial Parks at Katunayake / Biyagama / Koggala / Seethawake / Pallekele.

Application Fees : No fees charged.

Time Allotted for Submitting of Application : From 8:30 am to 3:30 pm on public working days.

Service Charges : Rs. 104/=

Time Taken to Provide Services (General and Priority services) : The perfected GRN Form is required by the BOI for reconciling the data of [Indirect Exports](https://gic.gov.lk/gic/index.php/en/component/info/?id=0&task=info&back=0&pid=1292) effected by the enterprise. Handing over the GRN Form would take few minutes, and the time taken would depend on the prevailing rush at the counter.

Required Documents : The Invoice should be kept ready for forwarding if necessary.
",10,"Trade, Business & Industry","Approvals, Permits & Licenses",57,Grant approval for Indirect Exports,1292,https://gic.gov.lk/gic/index.php/en/component/info/?id=1292&catid=57&task=info,"Service: Grant approval for Indirect Exports
Main Category: Trade, Business & Industry
Subcategory: Approvals, Permits & Licenses
Topic: Qualifications, Procedure, and Application Details for Indirect Exports
---
Qualifications required 1. The enterprise should have signed an agreement with the Board of Investment of Sri Lanka. 2. Provision in the agreement for making [Indirect Exports](https://gic.gov.lk/gic/index.php/en/component/info/?id=0&task=info&back=0&pid=1292) of items produced by the project. 3. Service/Annual fees should have been paid without dues.

Procedure for Submitting of Applications : After effecting the Indirect Export, a perfected GRN Form should be fowarded to the point of service.

Places where Applications could be Obtained :

Investor Services Department, Board of Investment of Sri Lanka, No. 14, Sir Baron Jayathilake Mawatha, Colombo 01.

or

Relevant Investor Services sub office at the Export Processing Zones / Industrial Parks at Katunayake / Biyagama / Koggala / Seethawake / Pallekele.

Application Fees : No fees charged.

Time Allotted for Submitting of Application : From 8:30 am to 3:30 pm on public working days.

Service Charges : Rs. 104/=

Time Taken to Provide Services (General and Priority services) : The perfected GRN Form is required by the BOI for reconciling the data of [Indirect Exports](https://gic.gov.lk/gic/index.php/en/component/info/?id=0&task=info&back=0&pid=1292) effected by the enterprise. Handing over the GRN Form would take few minutes, and the time taken would depend on the prevailing rush at the counter.

Required Documents : The Invoice should be kept ready for forwarding if necessary.
"
10-65-478-1,Steps to Obtain Insurance Claim Assistance After a Motor Accident,Step 1: Driver immediately visit motor traffic division of police station after the accident. Step 2: Police issues an Extract of Complain for insurance form ( [police 424 form](https://gic.gov.lk/gic/pdf/) ) Step 3: The driver fills ‘424 form’ ( [police 424 form](https://gic.gov.lk/gic/pdf/) ) given by the police and submits it to the relevant insurance company to collect the insurance application form. Step 4: The driver visits motor traffic division in police station and gets assistance to fill [Insurance form](https://gic.gov.lk/gic/pdf/) . Step 5: The driver visits motor traffic division in police station and gets assistance to fill [Insurance form](https://gic.gov.lk/gic/pdf/) . Step 6: The driver submits filled application form to the insurance company. Qualification Criteria The person concerned should have been subjected to a motor accident and encountered damages or loss. The person concerned should have motor vehicle insurance for the damaged vehicle.,10,"Trade, Business & Industry",Motoring,65,Obtaining Assistance in Filling Insurance Forms,478,https://gic.gov.lk/gic/index.php/en/component/info/?id=478&catid=65&task=info,"Service: Obtaining Assistance in Filling Insurance Forms
Main Category: Trade, Business & Industry
Subcategory: Motoring
Topic: Steps to Obtain Insurance Claim Assistance After a Motor Accident
---
Step 1: Driver immediately visit motor traffic division of police station after the accident. Step 2: Police issues an Extract of Complain for insurance form ( [police 424 form](https://gic.gov.lk/gic/pdf/) ) Step 3: The driver fills ‘424 form’ ( [police 424 form](https://gic.gov.lk/gic/pdf/) ) given by the police and submits it to the relevant insurance company to collect the insurance application form. Step 4: The driver visits motor traffic division in police station and gets assistance to fill [Insurance form](https://gic.gov.lk/gic/pdf/) . Step 5: The driver visits motor traffic division in police station and gets assistance to fill [Insurance form](https://gic.gov.lk/gic/pdf/) . Step 6: The driver submits filled application form to the insurance company. Qualification Criteria The person concerned should have been subjected to a motor accident and encountered damages or loss. The person concerned should have motor vehicle insurance for the damaged vehicle."
10-94-2094-1,Statistics (Offline) - Products and Availability,"Products | Statistics (offline)
---
For whom..? | For exporters/ potential exporters &    general public
What sort of information is available? | Export/Import data obtained from the Dept. of    Customs
How can obtain the service? | By visiting EDB Head office, sending an email & Provincial Offices
Any Charge? | Processing Fee(LKR) Per Page (LKR) University Students(With a confirmation letter from the university) Free Free SMEs (Non-export business entities) 200 25 Exporters 200 25 Chambers & Trade Associations 200 50 Banks & Financial Institutions 500 100 |  | Processing Fee(LKR) | Per Page (LKR) | University Students(With a confirmation letter from the university) | Free | Free | SMEs (Non-export business entities) | 200 | 25 | Exporters | 200 | 25 | Chambers & Trade Associations | 200 | 50 | Banks & Financial Institutions | 500 | 100
 | Processing Fee(LKR) | Per Page (LKR)
University Students(With a confirmation letter from the university) | Free | Free
SMEs (Non-export business entities) | 200 | 25
Exporters | 200 | 25
Chambers & Trade Associations | 200 | 50
Banks & Financial Institutions | 500 | 100",10,"Trade, Business & Industry",Exports,94,Obtaining Trade Information/ Statistics,2094,https://gic.gov.lk/gic/index.php/en/component/info/?id=2094&catid=94&task=info,"Service: Obtaining Trade Information/ Statistics
Main Category: Trade, Business & Industry
Subcategory: Exports
Topic: Statistics (Offline) - Products and Availability
---
Products | Statistics (offline)
---
For whom..? | For exporters/ potential exporters &    general public
What sort of information is available? | Export/Import data obtained from the Dept. of    Customs
How can obtain the service? | By visiting EDB Head office, sending an email & Provincial Offices
Any Charge? | Processing Fee(LKR) Per Page (LKR) University Students(With a confirmation letter from the university) Free Free SMEs (Non-export business entities) 200 25 Exporters 200 25 Chambers & Trade Associations 200 50 Banks & Financial Institutions 500 100 |  | Processing Fee(LKR) | Per Page (LKR) | University Students(With a confirmation letter from the university) | Free | Free | SMEs (Non-export business entities) | 200 | 25 | Exporters | 200 | 25 | Chambers & Trade Associations | 200 | 50 | Banks & Financial Institutions | 500 | 100
 | Processing Fee(LKR) | Per Page (LKR)
University Students(With a confirmation letter from the university) | Free | Free
SMEs (Non-export business entities) | 200 | 25
Exporters | 200 | 25
Chambers & Trade Associations | 200 | 50
Banks & Financial Institutions | 500 | 100"
10-65-420-7,Penalties and Surcharges,"Penalties : Genuineness of the documents submitted will be verified with relevant agencies and if forged document are submitted, those applicants will be black listed.

Surcharge : No surcharge involved in this service",10,"Trade, Business & Industry",Motoring,65,Import of Vehicles Under Gift Scheme - Unit 2,420,https://gic.gov.lk/gic/index.php/en/component/info/?id=420&catid=65&task=info,"Service: Import of Vehicles Under Gift Scheme - Unit 2
Main Category: Trade, Business & Industry
Subcategory: Motoring
Topic: Penalties and Surcharges
---
Penalties : Genuineness of the documents submitted will be verified with relevant agencies and if forged document are submitted, those applicants will be black listed.

Surcharge : No surcharge involved in this service"
10-61-629-3,Application Process and Additional Information for Kalayatanas Registration,"i. Before the submission of [application](https://gic.gov.lk/gic/pdf/Kalayathana Registration Application.pdf) for registration - you must have conducted class at least for an year uninterrupted. The [application](https://gic.gov.lk/gic/pdf/Kalayathana Registration Application.pdf) form perfected by the Principal of the Kalayatanaya should be forwarded to the Director of Cultural Affairs with the recommendation of Grama Seva Niladhari of the area, Divisional Cultural Officer or Cultural Development Assistants. Applications can be obtained from the Department of Cultural Affairs and the relevant Divisional Secretariats. No fee will be charged for [application](https://gic.gov.lk/gic/pdf/Kalayathana Registration Application.pdf) . Application can be submitted within office hours on any period of the year. No charges levied for services rendered. Occupation will be granted within one day if the necessary documents and other eligibilities are fulfilled. 01.If the Kalayatana is conducted in a building owned by another, owner’s letter giving his consent for the continuation of this class must be forwarded for perusal 02.Certified copy to prove the validity of the Teaching Staff – as to this proficiency in the particular sphere of training. Director of Cultural Affairs, Deputy Director of Cultural Affairs and the Assistant Director of Cultural Affairs will as Staff officers. Deputy Director of Cultural Affairs will notify the subjects re.. for the categorized Kalayatanas (School of Art) Students who got trained in relevant subjects of activities will be given a proficiency test in that activity every year.Test will be conducted in both theory and practical.",10,"Trade, Business & Industry","Loans, Funds & Incentive Schemes",61,Registration for Kalayatana (Art Schools),629,https://gic.gov.lk/gic/index.php/en/component/info/?id=629&catid=61&task=info,"Service: Registration for Kalayatana (Art Schools)
Main Category: Trade, Business & Industry
Subcategory: Loans, Funds & Incentive Schemes
Topic: Application Process and Additional Information for Kalayatanas Registration
---
i. Before the submission of [application](https://gic.gov.lk/gic/pdf/Kalayathana Registration Application.pdf) for registration - you must have conducted class at least for an year uninterrupted. The [application](https://gic.gov.lk/gic/pdf/Kalayathana Registration Application.pdf) form perfected by the Principal of the Kalayatanaya should be forwarded to the Director of Cultural Affairs with the recommendation of Grama Seva Niladhari of the area, Divisional Cultural Officer or Cultural Development Assistants. Applications can be obtained from the Department of Cultural Affairs and the relevant Divisional Secretariats. No fee will be charged for [application](https://gic.gov.lk/gic/pdf/Kalayathana Registration Application.pdf) . Application can be submitted within office hours on any period of the year. No charges levied for services rendered. Occupation will be granted within one day if the necessary documents and other eligibilities are fulfilled. 01.If the Kalayatana is conducted in a building owned by another, owner’s letter giving his consent for the continuation of this class must be forwarded for perusal 02.Certified copy to prove the validity of the Teaching Staff – as to this proficiency in the particular sphere of training. Director of Cultural Affairs, Deputy Director of Cultural Affairs and the Assistant Director of Cultural Affairs will as Staff officers. Deputy Director of Cultural Affairs will notify the subjects re.. for the categorized Kalayatanas (School of Art) Students who got trained in relevant subjects of activities will be given a proficiency test in that activity every year.Test will be conducted in both theory and practical."
10-59-1274-3,Staff Officers in-charge of services (Part 1),"Staff Officers in-charge of services

Designation Name Division Telephone Fax E-mail Director Mr. W. A. F.   Jayasiri I R Unit, Head   Office . +94-11- 2427125, 2430516 +94-11- 2387148 jayasiriw@boi.lk Senior Deputy   Director Ms. Nadeeka Andrahennadi I R Unit , EPZ, Katunayake . +94-11- 2252367 +94-11- 2265801 nadeekaa@boi.lk Senior Deputy   Director Mr. K. L.   Kasthuriarachchi I R Unit, EPZ,   Biyagama. +94-11- 2465215 +94-11- 2465233 kasthuril@boi.lk Senior Deputy   Director Mr. G. R.   Abeyratne I R Unit, EPZ,   Koggala. +94- 91-   2283455 +94- 91-2283370 abeyratnag@boi.lk Senior Deputy Director Mr. W. N.   Dabare I R Unit,   North-Western RO, Thulhiriya. +94- 37-   2277040 +94- 37-   2277036 noelb@boi.lk Deputy   Director Mr. R. M. J.   B. Bandara I R Unit, Kandy IP, Pallekelle. +94- 81-   2423952 +94- 81-   2420091 bandulab@boi.lk",10,"Trade, Business & Industry",Facilitations,59,Find Employment through  “BOI Zonal Job Banks”,1274,https://gic.gov.lk/gic/index.php/en/component/info/?id=1274&catid=59&task=info,"Service: Find Employment through  “BOI Zonal Job Banks”
Main Category: Trade, Business & Industry
Subcategory: Facilitations
Topic: Staff Officers in-charge of services (Part 1)
---
Staff Officers in-charge of services

Designation Name Division Telephone Fax E-mail Director Mr. W. A. F.   Jayasiri I R Unit, Head   Office . +94-11- 2427125, 2430516 +94-11- 2387148 jayasiriw@boi.lk Senior Deputy   Director Ms. Nadeeka Andrahennadi I R Unit , EPZ, Katunayake . +94-11- 2252367 +94-11- 2265801 nadeekaa@boi.lk Senior Deputy   Director Mr. K. L.   Kasthuriarachchi I R Unit, EPZ,   Biyagama. +94-11- 2465215 +94-11- 2465233 kasthuril@boi.lk Senior Deputy   Director Mr. G. R.   Abeyratne I R Unit, EPZ,   Koggala. +94- 91-   2283455 +94- 91-2283370 abeyratnag@boi.lk Senior Deputy Director Mr. W. N.   Dabare I R Unit,   North-Western RO, Thulhiriya. +94- 37-   2277040 +94- 37-   2277036 noelb@boi.lk Deputy   Director Mr. R. M. J.   B. Bandara I R Unit, Kandy IP, Pallekelle. +94- 81-   2423952 +94- 81-   2420091 bandulab@boi.lk"
10-65-408-2,"Registration Procedure: Steps 8-11, Inaccurate Documents, and Eligible Vehicles","Step 8: Department checks for the accuracy of the documents provided Step 9: Department sends the application to a new registration counter Step 10: Department issues the Vehicle Identification Card Step 11: Department issues the number plate for the applicant

If relevant documents submitted by Applicant are found Inaccurate: Reject Request for Registration and the Applicant should Re-submit all relevant documents.

Eligibility Following are the relevant vehicles that can be Registered:

1. Car
2. Lorry
3. Motor Coach
4. Three Wheeler
5. Land Vehicle
6. Motor

The Motor vehicle should hold all complete customs documents which contain all details such as make, Engine No, chassis No, Color, Engine capacity, cylinder capacity, seating capacity.",10,"Trade, Business & Industry",Motoring,65,Registering a New Motor Vehicle,408,https://gic.gov.lk/gic/index.php/en/component/info/?id=408&catid=65&task=info,"Service: Registering a New Motor Vehicle
Main Category: Trade, Business & Industry
Subcategory: Motoring
Topic: Registration Procedure: Steps 8-11, Inaccurate Documents, and Eligible Vehicles
---
Step 8: Department checks for the accuracy of the documents provided Step 9: Department sends the application to a new registration counter Step 10: Department issues the Vehicle Identification Card Step 11: Department issues the number plate for the applicant

If relevant documents submitted by Applicant are found Inaccurate: Reject Request for Registration and the Applicant should Re-submit all relevant documents.

Eligibility Following are the relevant vehicles that can be Registered:

1. Car
2. Lorry
3. Motor Coach
4. Three Wheeler
5. Land Vehicle
6. Motor

The Motor vehicle should hold all complete customs documents which contain all details such as make, Engine No, chassis No, Color, Engine capacity, cylinder capacity, seating capacity."
